description,event_datetime,visiting_team,home_team_score,visiting_team_score,promotion,zone_name,section_name,number_of_transactions,number_of_tickets
San Francisco Giants vs. Colorado Rockies,4/15/17 1:05 PM,Colorado Rockies,0,5,,Lower Baselines,Lower Box 104,55,143
San Francisco Giants vs. Colorado Rockies,4/15/17 1:05 PM,Colorado Rockies,0,5,,Lower Baselines,Lower Box 127,76,186
San Francisco Giants vs. Colorado Rockies,4/15/17 1:05 PM,Colorado Rockies,0,5,,Lower Baselines,Lower Box 128,67,158
San Francisco Giants vs. Colorado Rockies,4/15/17 1:05 PM,Colorado Rockies,0,5,,Lower Baselines,Lower Box 129,80,228
San Francisco Giants vs. Colorado Rockies,4/15/17 1:05 PM,Colorado Rockies,0,5,,Lower Baselines,Lower Box 130,74,231
San Francisco Giants vs. Colorado Rockies,4/15/17 1:05 PM,Colorado Rockies,0,5,,Reserve Baselines,View Reserve Outfield 325,25,84
San Francisco Giants vs. Colorado Rockies,4/15/17 1:05 PM,Colorado Rockies,0,5,,Reserve Baselines,View Reserve Outfield 326,23,70
San Francisco Giants vs. Colorado Rockies,4/15/17 1:05 PM,Colorado Rockies,0,5,,Reserve Baselines,View Reserve Outfield 327,91,278
San Francisco Giants vs. Colorado Rockies,4/15/17 1:05 PM,Colorado Rockies,0,5,,Reserve Baselines,View Reserve Outfield 328,91,221
San Francisco Giants vs. Colorado Rockies,4/15/17 1:05 PM,Colorado Rockies,0,5,,Reserve Baselines,View Reserve Outfield 330,77,209
San Francisco Giants vs. Colorado Rockies,4/15/17 1:05 PM,Colorado Rockies,0,5,,Reserve Baselines,View Reserve Outfield 331,50,182
San Francisco Giants vs. Colorado Rockies,4/15/17 1:05 PM,Colorado Rockies,0,5,,Reserve Baselines,View Reserve Right Field 302,27,74
San Francisco Giants vs. Colorado Rockies,4/15/17 1:05 PM,Colorado Rockies,0,5,,Reserve Baselines,View Reserve Right Field 304,81,252
San Francisco Giants vs. Colorado Rockies,4/15/17 1:05 PM,Colorado Rockies,0,5,,Reserve Baselines,View Reserve Right Field 305,91,279
San Francisco Giants vs. Colorado Rockies,4/15/17 1:05 PM,Colorado Rockies,0,5,,Reserve Baselines,View Reserve Right Field 307,17,53
San Francisco Giants vs. Colorado Rockies,4/15/17 1:05 PM,Colorado Rockies,0,5,,View Deck Baselines,View Box 302,7,26
San Francisco Giants vs. Colorado Rockies,4/15/17 1:05 PM,Colorado Rockies,0,5,,View Deck Baselines,View Box 304,17,34
San Francisco Giants vs. Colorado Rockies,4/15/17 1:05 PM,Colorado Rockies,0,5,,View Deck Baselines,View Box 305,13,30
San Francisco Giants vs. Colorado Rockies,4/15/17 1:05 PM,Colorado Rockies,0,5,,View Deck Baselines,View Box 326,12,32
San Francisco Giants vs. Colorado Rockies,4/15/17 1:05 PM,Colorado Rockies,0,5,,View Deck Baselines,View Box 327,16,47
San Francisco Giants vs. Colorado Rockies,4/15/17 1:05 PM,Colorado Rockies,0,5,,View Deck Baselines,View Box 328,18,46
San Francisco Giants vs. Colorado Rockies,4/15/17 1:05 PM,Colorado Rockies,0,5,,View Deck Baselines,View Box 330,17,53
San Francisco Giants vs. Colorado Rockies,4/15/17 1:05 PM,Colorado Rockies,0,5,,View Deck Baselines,View Box 331,15,53
San Francisco Giants vs. Colorado Rockies,4/16/17 1:05 PM,Colorado Rockies,3,4,,Club Baselines,Club Level Outfield 202,9,19
San Francisco Giants vs. Colorado Rockies,4/16/17 1:05 PM,Colorado Rockies,3,4,,Club Baselines,Club Level Outfield 203,19,47
San Francisco Giants vs. Colorado Rockies,4/16/17 1:05 PM,Colorado Rockies,3,4,,Club Baselines,Club Level Outfield 204,16,33
San Francisco Giants vs. Colorado Rockies,4/16/17 1:05 PM,Colorado Rockies,3,4,,Club Baselines,Club Level Outfield 205,18,36
San Francisco Giants vs. Colorado Rockies,4/16/17 1:05 PM,Colorado Rockies,3,4,,Club Baselines,Club Level Outfield 226,18,55
San Francisco Giants vs. Colorado Rockies,4/16/17 1:05 PM,Colorado Rockies,3,4,,Club Baselines,Club Level Outfield 227,18,57
San Francisco Giants vs. Colorado Rockies,4/16/17 1:05 PM,Colorado Rockies,3,4,,Club Baselines,Club Level Outfield 228,14,38
San Francisco Giants vs. Colorado Rockies,4/16/17 1:05 PM,Colorado Rockies,3,4,,Club Baselines,Club Level Outfield 229,18,56
San Francisco Giants vs. Colorado Rockies,4/16/17 1:05 PM,Colorado Rockies,3,4,,Club Baselines,Club Level Outfield 230,8,18
San Francisco Giants vs. Colorado Rockies,4/16/17 1:05 PM,Colorado Rockies,3,4,,Club Baselines,Club Level Outfield 231,3,8
San Francisco Giants vs. Colorado Rockies,4/16/17 1:05 PM,Colorado Rockies,3,4,,Lower Baselines,Lower Box 102,20,55
San Francisco Giants vs. Colorado Rockies,4/16/17 1:05 PM,Colorado Rockies,3,4,,Lower Baselines,Lower Box 103,31,80
San Francisco Giants vs. Colorado Rockies,4/16/17 1:05 PM,Colorado Rockies,3,4,,Lower Baselines,Lower Box 104,46,125
San Francisco Giants vs. Colorado Rockies,4/16/17 1:05 PM,Colorado Rockies,3,4,,Lower Baselines,Lower Box 127,57,147
San Francisco Giants vs. Colorado Rockies,4/16/17 1:05 PM,Colorado Rockies,3,4,,Lower Baselines,Lower Box 128,39,98
San Francisco Giants vs. Colorado Rockies,4/16/17 1:05 PM,Colorado Rockies,3,4,,Lower Baselines,Lower Box 129,63,206
San Francisco Giants vs. Colorado Rockies,4/16/17 1:05 PM,Colorado Rockies,3,4,,Lower Baselines,Lower Box 130,49,178
San Francisco Giants vs. Colorado Rockies,4/16/17 1:05 PM,Colorado Rockies,3,4,,Reserve Baselines,View Reserve Outfield 325,34,132
San Francisco Giants vs. Colorado Rockies,4/16/17 1:05 PM,Colorado Rockies,3,4,,Reserve Baselines,View Reserve Outfield 326,4,18
San Francisco Giants vs. Colorado Rockies,4/16/17 1:05 PM,Colorado Rockies,3,4,,Reserve Baselines,View Reserve Outfield 327,53,156
San Francisco Giants vs. Colorado Rockies,4/16/17 1:05 PM,Colorado Rockies,3,4,,Reserve Baselines,View Reserve Outfield 328,39,108
San Francisco Giants vs. Colorado Rockies,4/16/17 1:05 PM,Colorado Rockies,3,4,,Reserve Baselines,View Reserve Outfield 330,47,125
San Francisco Giants vs. Colorado Rockies,4/16/17 1:05 PM,Colorado Rockies,3,4,,Reserve Baselines,View Reserve Outfield 331,2,6
San Francisco Giants vs. Colorado Rockies,4/16/17 1:05 PM,Colorado Rockies,3,4,,Reserve Baselines,View Reserve Right Field 302,20,58
San Francisco Giants vs. Colorado Rockies,4/16/17 1:05 PM,Colorado Rockies,3,4,,Reserve Baselines,View Reserve Right Field 304,50,216
San Francisco Giants vs. Colorado Rockies,4/16/17 1:05 PM,Colorado Rockies,3,4,,Reserve Baselines,View Reserve Right Field 305,50,151
San Francisco Giants vs. Colorado Rockies,4/16/17 1:05 PM,Colorado Rockies,3,4,,Reserve Baselines,View Reserve Right Field 307,22,86
San Francisco Giants vs. Colorado Rockies,4/16/17 1:05 PM,Colorado Rockies,3,4,,View Deck Baselines,View Box 302,1,2
San Francisco Giants vs. Colorado Rockies,4/16/17 1:05 PM,Colorado Rockies,3,4,,View Deck Baselines,View Box 304,12,25
San Francisco Giants vs. Colorado Rockies,4/16/17 1:05 PM,Colorado Rockies,3,4,,View Deck Baselines,View Box 305,9,25
San Francisco Giants vs. Colorado Rockies,4/16/17 1:05 PM,Colorado Rockies,3,4,,View Deck Baselines,View Box 326,10,28
San Francisco Giants vs. Colorado Rockies,4/16/17 1:05 PM,Colorado Rockies,3,4,,View Deck Baselines,View Box 327,7,41
San Francisco Giants vs. Colorado Rockies,4/16/17 1:05 PM,Colorado Rockies,3,4,,View Deck Baselines,View Box 328,8,29
San Francisco Giants vs. Colorado Rockies,4/16/17 1:05 PM,Colorado Rockies,3,4,,View Deck Baselines,View Box 330,12,45
San Francisco Giants vs. Colorado Rockies,4/16/17 1:05 PM,Colorado Rockies,3,4,,View Deck Baselines,View Box 331,9,45
San Francisco Giants vs. Los Angeles Dodgers,4/24/17 7:15 PM,Los Angeles Dodgers,2,1,,Club Baselines,Club Level Outfield 202,7,14
San Francisco Giants vs. Los Angeles Dodgers,4/24/17 7:15 PM,Los Angeles Dodgers,2,1,,Club Baselines,Club Level Outfield 203,14,35
San Francisco Giants vs. Los Angeles Dodgers,4/24/17 7:15 PM,Los Angeles Dodgers,2,1,,Club Baselines,Club Level Outfield 204,18,38
San Francisco Giants vs. Los Angeles Dodgers,4/24/17 7:15 PM,Los Angeles Dodgers,2,1,,Club Baselines,Club Level Outfield 205,11,27
San Francisco Giants vs. Los Angeles Dodgers,4/24/17 7:15 PM,Los Angeles Dodgers,2,1,,Club Baselines,Club Level Outfield 226,10,26
San Francisco Giants vs. Los Angeles Dodgers,4/24/17 7:15 PM,Los Angeles Dodgers,2,1,,Club Baselines,Club Level Outfield 227,16,35
San Francisco Giants vs. Los Angeles Dodgers,4/24/17 7:15 PM,Los Angeles Dodgers,2,1,,Club Baselines,Club Level Outfield 228,15,38
San Francisco Giants vs. Los Angeles Dodgers,4/24/17 7:15 PM,Los Angeles Dodgers,2,1,,Club Baselines,Club Level Outfield 229,21,52
San Francisco Giants vs. Los Angeles Dodgers,4/24/17 7:15 PM,Los Angeles Dodgers,2,1,,Club Baselines,Club Level Outfield 230,5,18
San Francisco Giants vs. Los Angeles Dodgers,4/24/17 7:15 PM,Los Angeles Dodgers,2,1,,Club Baselines,Club Level Outfield 231,6,12
San Francisco Giants vs. Los Angeles Dodgers,4/24/17 7:15 PM,Los Angeles Dodgers,2,1,,Lower Baselines,Lower Box 102,19,42
San Francisco Giants vs. Los Angeles Dodgers,4/24/17 7:15 PM,Los Angeles Dodgers,2,1,,Lower Baselines,Lower Box 103,31,80
San Francisco Giants vs. Los Angeles Dodgers,4/24/17 7:15 PM,Los Angeles Dodgers,2,1,,Lower Baselines,Lower Box 104,45,113
San Francisco Giants vs. Los Angeles Dodgers,4/24/17 7:15 PM,Los Angeles Dodgers,2,1,,Lower Baselines,Lower Box 127,63,146
San Francisco Giants vs. Los Angeles Dodgers,4/24/17 7:15 PM,Los Angeles Dodgers,2,1,,Lower Baselines,Lower Box 128,54,126
San Francisco Giants vs. Los Angeles Dodgers,4/24/17 7:15 PM,Los Angeles Dodgers,2,1,,Lower Baselines,Lower Box 129,60,172
San Francisco Giants vs. Los Angeles Dodgers,4/24/17 7:15 PM,Los Angeles Dodgers,2,1,,Lower Baselines,Lower Box 130,57,176
San Francisco Giants vs. Los Angeles Dodgers,4/24/17 7:15 PM,Los Angeles Dodgers,2,1,,Reserve Baselines,View Reserve Outfield 325,9,44
San Francisco Giants vs. Los Angeles Dodgers,4/24/17 7:15 PM,Los Angeles Dodgers,2,1,,Reserve Baselines,View Reserve Outfield 326,16,57
San Francisco Giants vs. Los Angeles Dodgers,4/24/17 7:15 PM,Los Angeles Dodgers,2,1,,Reserve Baselines,View Reserve Outfield 327,63,175
San Francisco Giants vs. Los Angeles Dodgers,4/24/17 7:15 PM,Los Angeles Dodgers,2,1,,Reserve Baselines,View Reserve Outfield 328,55,156
San Francisco Giants vs. Los Angeles Dodgers,4/24/17 7:15 PM,Los Angeles Dodgers,2,1,,Reserve Baselines,View Reserve Outfield 330,67,182
San Francisco Giants vs. Los Angeles Dodgers,4/24/17 7:15 PM,Los Angeles Dodgers,2,1,,Reserve Baselines,View Reserve Outfield 331,9,30
San Francisco Giants vs. Los Angeles Dodgers,4/24/17 7:15 PM,Los Angeles Dodgers,2,1,,Reserve Baselines,View Reserve Right Field 302,17,35
San Francisco Giants vs. Los Angeles Dodgers,4/24/17 7:15 PM,Los Angeles Dodgers,2,1,,Reserve Baselines,View Reserve Right Field 304,62,207
San Francisco Giants vs. Los Angeles Dodgers,4/24/17 7:15 PM,Los Angeles Dodgers,2,1,,Reserve Baselines,View Reserve Right Field 305,63,176
San Francisco Giants vs. Los Angeles Dodgers,4/24/17 7:15 PM,Los Angeles Dodgers,2,1,,Reserve Baselines,View Reserve Right Field 307,31,96
San Francisco Giants vs. Los Angeles Dodgers,4/24/17 7:15 PM,Los Angeles Dodgers,2,1,,View Deck Baselines,View Box 302,2,6
San Francisco Giants vs. Los Angeles Dodgers,4/24/17 7:15 PM,Los Angeles Dodgers,2,1,,View Deck Baselines,View Box 304,9,16
San Francisco Giants vs. Los Angeles Dodgers,4/24/17 7:15 PM,Los Angeles Dodgers,2,1,,View Deck Baselines,View Box 305,11,24
San Francisco Giants vs. Los Angeles Dodgers,4/24/17 7:15 PM,Los Angeles Dodgers,2,1,,View Deck Baselines,View Box 326,9,25
San Francisco Giants vs. Los Angeles Dodgers,4/24/17 7:15 PM,Los Angeles Dodgers,2,1,,View Deck Baselines,View Box 327,14,34
San Francisco Giants vs. Los Angeles Dodgers,4/24/17 7:15 PM,Los Angeles Dodgers,2,1,,View Deck Baselines,View Box 328,3,6
San Francisco Giants vs. Los Angeles Dodgers,4/24/17 7:15 PM,Los Angeles Dodgers,2,1,,View Deck Baselines,View Box 330,13,51
San Francisco Giants vs. Los Angeles Dodgers,4/24/17 7:15 PM,Los Angeles Dodgers,2,1,,View Deck Baselines,View Box 331,10,44
San Francisco Giants vs. Los Angeles Dodgers,4/25/17 7:15 PM,Los Angeles Dodgers,1,2,,Club Baselines,Club Level Outfield 202,9,17
San Francisco Giants vs. Los Angeles Dodgers,4/25/17 7:15 PM,Los Angeles Dodgers,1,2,,Club Baselines,Club Level Outfield 203,16,34
San Francisco Giants vs. Los Angeles Dodgers,4/25/17 7:15 PM,Los Angeles Dodgers,1,2,,Club Baselines,Club Level Outfield 204,18,37
San Francisco Giants vs. Los Angeles Dodgers,4/25/17 7:15 PM,Los Angeles Dodgers,1,2,,Club Baselines,Club Level Outfield 205,12,24
San Francisco Giants vs. Los Angeles Dodgers,4/25/17 7:15 PM,Los Angeles Dodgers,1,2,,Club Baselines,Club Level Outfield 226,15,42
San Francisco Giants vs. Los Angeles Dodgers,4/25/17 7:15 PM,Los Angeles Dodgers,1,2,,Club Baselines,Club Level Outfield 227,27,58
San Francisco Giants vs. Los Angeles Dodgers,4/25/17 7:15 PM,Los Angeles Dodgers,1,2,,Club Baselines,Club Level Outfield 228,18,43
San Francisco Giants vs. Los Angeles Dodgers,4/25/17 7:15 PM,Los Angeles Dodgers,1,2,,Club Baselines,Club Level Outfield 229,19,41
San Francisco Giants vs. Los Angeles Dodgers,4/25/17 7:15 PM,Los Angeles Dodgers,1,2,,Club Baselines,Club Level Outfield 230,9,17
San Francisco Giants vs. Los Angeles Dodgers,4/25/17 7:15 PM,Los Angeles Dodgers,1,2,,Club Baselines,Club Level Outfield 231,5,13
San Francisco Giants vs. Los Angeles Dodgers,4/25/17 7:15 PM,Los Angeles Dodgers,1,2,,Lower Baselines,Lower Box 102,26,59
San Francisco Giants vs. Los Angeles Dodgers,4/25/17 7:15 PM,Los Angeles Dodgers,1,2,,Lower Baselines,Lower Box 103,50,115
San Francisco Giants vs. Los Angeles Dodgers,4/25/17 7:15 PM,Los Angeles Dodgers,1,2,,Lower Baselines,Lower Box 104,42,110
San Francisco Giants vs. Los Angeles Dodgers,4/25/17 7:15 PM,Los Angeles Dodgers,1,2,,Lower Baselines,Lower Box 127,64,143
San Francisco Giants vs. Los Angeles Dodgers,4/25/17 7:15 PM,Los Angeles Dodgers,1,2,,Lower Baselines,Lower Box 128,54,129
San Francisco Giants vs. Los Angeles Dodgers,4/25/17 7:15 PM,Los Angeles Dodgers,1,2,,Lower Baselines,Lower Box 129,68,193
San Francisco Giants vs. Los Angeles Dodgers,4/25/17 7:15 PM,Los Angeles Dodgers,1,2,,Lower Baselines,Lower Box 130,63,190
San Francisco Giants vs. Los Angeles Dodgers,4/25/17 7:15 PM,Los Angeles Dodgers,1,2,,Reserve Baselines,View Reserve Outfield 325,1,5
San Francisco Giants vs. Los Angeles Dodgers,4/25/17 7:15 PM,Los Angeles Dodgers,1,2,,Reserve Baselines,View Reserve Outfield 326,6,21
San Francisco Giants vs. Los Angeles Dodgers,4/25/17 7:15 PM,Los Angeles Dodgers,1,2,,Reserve Baselines,View Reserve Outfield 327,74,227
San Francisco Giants vs. Los Angeles Dodgers,4/25/17 7:15 PM,Los Angeles Dodgers,1,2,,Reserve Baselines,View Reserve Outfield 328,75,187
San Francisco Giants vs. Los Angeles Dodgers,4/25/17 7:15 PM,Los Angeles Dodgers,1,2,,Reserve Baselines,View Reserve Outfield 330,73,213
San Francisco Giants vs. Los Angeles Dodgers,4/25/17 7:15 PM,Los Angeles Dodgers,1,2,,Reserve Baselines,View Reserve Outfield 331,7,27
San Francisco Giants vs. Los Angeles Dodgers,4/25/17 7:15 PM,Los Angeles Dodgers,1,2,,Reserve Baselines,View Reserve Right Field 302,18,41
San Francisco Giants vs. Los Angeles Dodgers,4/25/17 7:15 PM,Los Angeles Dodgers,1,2,,Reserve Baselines,View Reserve Right Field 304,73,236
San Francisco Giants vs. Los Angeles Dodgers,4/25/17 7:15 PM,Los Angeles Dodgers,1,2,,Reserve Baselines,View Reserve Right Field 305,60,182
San Francisco Giants vs. Los Angeles Dodgers,4/25/17 7:15 PM,Los Angeles Dodgers,1,2,,Reserve Baselines,View Reserve Right Field 307,23,76
San Francisco Giants vs. Los Angeles Dodgers,4/25/17 7:15 PM,Los Angeles Dodgers,1,2,,Reserve Baselines,VR330,1,4
San Francisco Giants vs. Los Angeles Dodgers,4/25/17 7:15 PM,Los Angeles Dodgers,1,2,,View Deck Baselines,View Box 302,1,4
San Francisco Giants vs. Los Angeles Dodgers,4/25/17 7:15 PM,Los Angeles Dodgers,1,2,,View Deck Baselines,View Box 304,11,20
San Francisco Giants vs. Los Angeles Dodgers,4/25/17 7:15 PM,Los Angeles Dodgers,1,2,,View Deck Baselines,View Box 305,6,13
San Francisco Giants vs. Los Angeles Dodgers,4/25/17 7:15 PM,Los Angeles Dodgers,1,2,,View Deck Baselines,View Box 326,13,32
San Francisco Giants vs. Los Angeles Dodgers,4/25/17 7:15 PM,Los Angeles Dodgers,1,2,,View Deck Baselines,View Box 327,7,20
San Francisco Giants vs. Los Angeles Dodgers,4/25/17 7:15 PM,Los Angeles Dodgers,1,2,,View Deck Baselines,View Box 328,9,23
San Francisco Giants vs. Los Angeles Dodgers,4/25/17 7:15 PM,Los Angeles Dodgers,1,2,,View Deck Baselines,View Box 330,6,16
San Francisco Giants vs. Los Angeles Dodgers,4/25/17 7:15 PM,Los Angeles Dodgers,1,2,,View Deck Baselines,View Box 331,9,48
San Francisco Giants vs. Los Angeles Dodgers,4/26/17 7:15 PM,Los Angeles Dodgers,4,3,,Club Baselines,Club Level Outfield 202,8,17
San Francisco Giants vs. Los Angeles Dodgers,4/26/17 7:15 PM,Los Angeles Dodgers,4,3,,Club Baselines,Club Level Outfield 203,13,37
San Francisco Giants vs. Los Angeles Dodgers,4/26/17 7:15 PM,Los Angeles Dodgers,4,3,,Club Baselines,Club Level Outfield 204,17,40
San Francisco Giants vs. Los Angeles Dodgers,4/26/17 7:15 PM,Los Angeles Dodgers,4,3,,Club Baselines,Club Level Outfield 205,12,24
San Francisco Giants vs. Los Angeles Dodgers,4/26/17 7:15 PM,Los Angeles Dodgers,4,3,,Club Baselines,Club Level Outfield 226,10,31
San Francisco Giants vs. Los Angeles Dodgers,4/26/17 7:15 PM,Los Angeles Dodgers,4,3,,Club Baselines,Club Level Outfield 227,14,39
San Francisco Giants vs. Los Angeles Dodgers,4/26/17 7:15 PM,Los Angeles Dodgers,4,3,,Club Baselines,Club Level Outfield 228,16,47
San Francisco Giants vs. Los Angeles Dodgers,4/26/17 7:15 PM,Los Angeles Dodgers,4,3,,Club Baselines,Club Level Outfield 229,24,63
San Francisco Giants vs. Los Angeles Dodgers,4/26/17 7:15 PM,Los Angeles Dodgers,4,3,,Club Baselines,Club Level Outfield 230,5,11
San Francisco Giants vs. Los Angeles Dodgers,4/26/17 7:15 PM,Los Angeles Dodgers,4,3,,Club Baselines,Club Level Outfield 231,3,8
San Francisco Giants vs. Los Angeles Dodgers,4/26/17 7:15 PM,Los Angeles Dodgers,4,3,,Lower Baselines,Lower Box 102,18,40
San Francisco Giants vs. Los Angeles Dodgers,4/26/17 7:15 PM,Los Angeles Dodgers,4,3,,Lower Baselines,Lower Box 103,41,98
San Francisco Giants vs. Los Angeles Dodgers,4/26/17 7:15 PM,Los Angeles Dodgers,4,3,,Lower Baselines,Lower Box 104,44,125
San Francisco Giants vs. Los Angeles Dodgers,4/26/17 7:15 PM,Los Angeles Dodgers,4,3,,Lower Baselines,Lower Box 127,64,146
San Francisco Giants vs. Los Angeles Dodgers,4/26/17 7:15 PM,Los Angeles Dodgers,4,3,,Lower Baselines,Lower Box 128,46,104
San Francisco Giants vs. Los Angeles Dodgers,4/26/17 7:15 PM,Los Angeles Dodgers,4,3,,Lower Baselines,Lower Box 129,68,217
San Francisco Giants vs. Los Angeles Dodgers,4/26/17 7:15 PM,Los Angeles Dodgers,4,3,,Lower Baselines,Lower Box 130,65,182
San Francisco Giants vs. Los Angeles Dodgers,4/26/17 7:15 PM,Los Angeles Dodgers,4,3,,Reserve Baselines,View Reserve Outfield 325,8,21
San Francisco Giants vs. Los Angeles Dodgers,4/26/17 7:15 PM,Los Angeles Dodgers,4,3,,Reserve Baselines,View Reserve Outfield 326,16,62
San Francisco Giants vs. Los Angeles Dodgers,4/26/17 7:15 PM,Los Angeles Dodgers,4,3,,Reserve Baselines,View Reserve Outfield 327,58,167
San Francisco Giants vs. Los Angeles Dodgers,4/26/17 7:15 PM,Los Angeles Dodgers,4,3,,Reserve Baselines,View Reserve Outfield 328,70,157
San Francisco Giants vs. Los Angeles Dodgers,4/26/17 7:15 PM,Los Angeles Dodgers,4,3,,Reserve Baselines,View Reserve Outfield 330,80,203
San Francisco Giants vs. Los Angeles Dodgers,4/26/17 7:15 PM,Los Angeles Dodgers,4,3,,Reserve Baselines,View Reserve Outfield 331,12,52
San Francisco Giants vs. Los Angeles Dodgers,4/26/17 7:15 PM,Los Angeles Dodgers,4,3,,Reserve Baselines,View Reserve Right Field 302,25,58
San Francisco Giants vs. Los Angeles Dodgers,4/26/17 7:15 PM,Los Angeles Dodgers,4,3,,Reserve Baselines,View Reserve Right Field 304,63,205
San Francisco Giants vs. Los Angeles Dodgers,4/26/17 7:15 PM,Los Angeles Dodgers,4,3,,Reserve Baselines,View Reserve Right Field 305,53,153
San Francisco Giants vs. Los Angeles Dodgers,4/26/17 7:15 PM,Los Angeles Dodgers,4,3,,Reserve Baselines,View Reserve Right Field 307,13,43
San Francisco Giants vs. Los Angeles Dodgers,4/26/17 7:15 PM,Los Angeles Dodgers,4,3,,View Deck Baselines,View Box 302,4,13
San Francisco Giants vs. Los Angeles Dodgers,4/26/17 7:15 PM,Los Angeles Dodgers,4,3,,View Deck Baselines,View Box 304,9,20
San Francisco Giants vs. Los Angeles Dodgers,4/26/17 7:15 PM,Los Angeles Dodgers,4,3,,View Deck Baselines,View Box 305,5,11
